Site,Year,Unit,Context,Horizon,Parts,MaxTh,MinTh,RimAngle,RimType,Diameter,Temper,Burnish,Slip,Motif1,Loc1,Motif2,Loc2,Motif3,Loc3,Motif4,Loc4,Motif5,Loc5,Type
MDB,2019,C,5,,LUM,10,12,1,SNS33,24,33,LU+INT,LU+INT,CR4,CH,U,,,,,,,,
MDB,2019,C,5,,LUM,9,19,6,SNC1,34,32,LUM+INT,LUM+IINT,CR4,UM,,,,,,,,,
MDB,2019,C,5,,LU,18,20,1,SNS9,32,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,B,7,12,6,SNB6,8,33,LU+INT,LU,,,,,,,,,,,
MDB,2019,C,5,,LU,16,9,1,SNY5,26,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,8,11,1,SNY5,,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LC,9,16,5,SNE20,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LC,8,12,4,SNE6,10,32,LU+INT,LU+INT,MCH,C,,,,,,,,,
MDB,2019,C,5,,LU,7,12,1,SNY5,14,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,10,16,6,SNC13,28,33,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,7,8,2,SNS11,22,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,B,6,11,6,SNB5,8,32,LU+INT,,,,,,,,,,,,
MDB,2019,C,5,,LU,7,12,6,SNC4,22,32,LU-INT,LU-INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,11,10,4,SNS51,20,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,10,9,1,SNS22,14,32,LU+INT,LU,MCH,U,,,,,,,,,
MDB,2019,C,5,,LC,8,12,5,SNE20,12,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,9,12,1,SNS11,16,33,LU+INT,LU+INT,EROD,U,CH,U,,,,,,,
MDB,2019,C,5,,LU,7,11,1,SNY5,18,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,9,13,6,SNC2,28,32,LU+INT,LU+INT,ROUGH,U,,,,,,,,,
MDB,2019,C,5,,LUM,7,16,1,SNY5,18,33,LUM-INT,LU,VPR,UM,,,,,,,,,
MDB,2019,C,5,,LUM,7,16,6,SNC1,36,32,LUM+INT,LUM+IINT,,,,,,,,,,,
MDB,2019,C,5,,LUM,11,8,3,SNS22,28,32,LUM+INT,LUM,MCH,LU+INT,,,,,,,,,
MDB,2019,C,5,,LU,10,12,1,SNY5,,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,B,10,20,6,SNB4,10,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,10,12,2,SNS46,22,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,8,10,6,SNC1,10,32,LU+INT,,ROUGH,U,,,,,,,,,
MDB,2019,C,5,,LU,18,12,1,SNY8,32,33,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,8,13,4,SNS9,,33,LU+INT,,,,,,,,,,,,
MDB,2019,C,5,,LU,8,12,1,SNY5,18,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,8,14,1,SNY4,,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,7,10,6,SNC9,6,32,LU+INT,,,,,,,,,,,,
MDB,2019,C,5,,LU,13,14,2,SNS9,,32,LU+INT,LU-INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,5,10,1,SNT6,,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,20,15,1,SNS42,,32,LU+INT,LU,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,10,13,1,SNS37,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,10,9,6,SNC8,20,32,LU+INT,LU+INT,EROD,U,,,,,,,,,
MDB,2019,C,5,,LU,11,12,3,SNS51,26,32,LU+INT,,MCH,U+INT,,,,,,,,,
MDB,2019,C,5,,LC,9,12,5,SNE20,18,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,8,13,1,SNY3,,32,LU+INT,LU,EROD,U,,,,,,,,,
MDB,2019,C,5,,LU,9,11,4,SNC1,20,32,LU+INT,,VPR,U,,,,,,,,,
MDB,2019,C,5,,LU,12,15,2,SNS37,24,32,LU-INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,11,9,3,SNE9,18,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,5,,LU,8,14,6,SNC2,22,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,B,10,19,5,SNB2,16,32,LU+INT,,,,,,,,,,,,
MDB,2019,C,5,,LC,9,14,4,SNE26,12,32,LC+INT,LC,,,,,,,,,,,
MDB,2019,C,5,,LU,10,9,6,SNC4,26,33,LU+INT,,CH,L,,,,,,,,,
MDB,2019,C,5,,LU,12,14,4,SNS41,,32,LU+INT,LU,CR4,U,CH,U,,,,,,,
MDB,2019,C,5,,LC,8,14,5,SNE9,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,20,16,1,SNY6,16,32,LU+INT,LU,,,,,,,,,,,
MDB,2019,C,5,,LU,15,9,1,SNY3,,32,LU-INT,LU,VPR,U,,,,,,,,,
MDB,2019,C,5,,LU,7,15,6,SNC1,34,33,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LC,7,13,4,SNE20,18,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2019,C,5,,LU,15,17,2,SNS41,24,32,LU+INT,LU+INT,CH,U-INT,,,,,,,,,
MDB,2019,C,5,,LU,6,9,4,SNS5,18,32,LU+INT,,CH,U-INT,,,,,,,,,
MDB,2019,C,5,,LC,7,12,4,SNE28,12,32,LC+INT,LC+INT,CH,U,,,,,,,,,
MDB,2019,C,5,,LC,8,13,5,SNE9,28,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,5,,LU,6,8,2,SNS20,,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2019,C,5,,LU,8,15,6,SNC1,20,32,LU+INT,LU+INT,EROD,U,,,,,,,,,
MDB,2019,C,5,,LU,9,10,4,SNS5,16,33,LU+INT,LU-INT,,,,,,,,,,,
MDB,2019,C,5,,LU,11,14,1,SNS48,,33,LU+INT,LU,,,,,,,,,,,
MDB,2019,C,5,,LU,8,13,6,SNC2,,32,LU+INT,,ROUGH,U,,,,,,,,,
MDB,2019,C,5,,LU,9,12,6,SNC2,32,32,LU+INT,,,,,,,,,,,,
MDB,2019,C,5,,LC,9,12,4,SNE2,16,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2019,C,5,,LUM,9,14,6,SNC4,24,32,LU+INT,,,,,,,,,,,,
MDB,2019,C,5,,LU,10,12,6,SNC2,18,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,15,10,6,SNC13,32,33,LU+INT,LU+INT,CR6,U,CH,U-INT,,,,,,,
MDB,2019,C,2,,LUM,12,5,4,SNS53,20,32,LU+INT,LU+INT,CR4,U,CH,U,,,,,,,
MDB,2019,C,2,,LUM,11,7,2,SNY7,14,33,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,2,,LU,11,8,6,SNC10,20,32,,LU+INT,ROUGH,U,CH,U-INT,,,,,,,
MDB,2019,C,2,,LU,12,8,2,SNS6,14,33,,LU+INT,MCH,U,,,,,,,,,
MDB,2019,C,2,,LUM,13,8,5,SNE12,26,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,2,,LUM,12,8,4,SNE12,26,31,,,ROUGH,U,,,,,,,,,
MDB,2019,C,2,,B,31,11,6,SNB2,20,32,LU ,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LUM,12,9,5,SNE6,22,33,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,9,8,2,SNS5,14,32,LU,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,15,11,2,SNS52,20,32,,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LUM,20,18,4,SNS33,32,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,2,,LC,11,13,2,SNE20,34,32,LU+INT,LU+INT,CH,U-INT,,,,,,,,,
MDB,2019,C,2,,B,15,10,6,SNB4,28,33,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LUM,17,11,2,SNS5,18,32,,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,2,,LUM,13,9,1,SNS11,,32,LU,LU+INT,CR2,U,,,,,,,,,
MDB,2019,C,2,,LCU,10,8,5,SNE30,,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,10,8,4,SNS11,22,32,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2019,C,2,,LU,10,7,4,SNE26,14,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,B,12,9,6,SNB2,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LUM,10,11,2,SNY6,14,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2019,C,2,,B,11,8,6,SNB9,16,32,LU+INT,LU+INT,CH,U-INT,,,,,,,,,
MDB,2019,C,2,,LCM,14,10,4,SNE6,18,33,LU+INT,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,12,9,6,SNC1,16,32,LU+INT,LU+INT,U-INT,,,,,,,,,,
MDB,2019,C,2,,LU,13,8,5,SNE5,18,32,,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,18,13,,,,32,,LU+INT,,,,,,,,,,,
MDB,2019,C,2,,LU,17,8,5,SNT10,28,32,LU,LU+INT,MCH,,,,,,,,,,
MDB,2019,C,1,,LNUM,8,10,5,S1,,32,,,PLAIN,LNUM,,,,,,,,,
MDB,2019,C,1,,LNUM,11,9,3,SNS7,24,33,L,L,CR4,U,,,,,,,,,
MDB,2019,C,1,,LNUMB,10,10,5,S1,9,32,,,PLAIN,LNUMB,,,,,,,,,MDB14
MDB,2019,C,1,,LNU,6,13,6,SNC6,,32,,,PLAIN,L,ROUGH,U,,,,,,,MRKE
MDB,2019,C,1,,LNU,18,6,2,SNY5,10,32,L,LN+INT,RSO,L,CH,L,CR4,U,,,,,MDB12
MDB,2019,C,1,,LNU,19,9,2,SNY5,13,32,L,LN,RSO,L,CR4,U,,,,,,,MDB12
MDB,2019,C,1,,LNU,17,8,2,SNY5,8,32,,LN,CR4,U,,,,,,,,,MDB12
MDB,2019,C,1,,LNU,25,31,,S1,,33,,,CR4G,NU,,,,,,,,,MDB13
MDB,2019,C,1,,LNU,12,14,6,SNC4,24,32,,,PLAIN,LN,CH,L INT,ROUGH,U,,,,,MRK E
MDB,2019,C,1,,LCN,13,12,1,E57,19,32,LC INT,LCN+INT,RSO,LC INT,,,,,,,,,
MDB,2019,C,1,,LC,12,,,SNE4,,32,LC,LC,RSO,LC,MCH,L,,,,,,,
MDB,2019,C,1,,LN,20,7,2,SNT2,12,32,,N,MCH,L,CR,N,,,,,,,
MDB,2019,C,1,,LNU,20,19,2,SNY,10,32,L,L,CR4,NU,,,,,,,,,
MDB,2019,C,1,,LCNU,16,13,3,SNE1,,32,LN,LCN+INT,CH,C,CR4,U,,,,,,,
MDB,2019,C,1,,LNU,22,11,2,SNY1,,32,L,L,RSO,L,CR4,NU,,,,,,,MDB12
MDB,2019,C,1,,LNU,15,13,3,SNS7,32,32,L+INT,L+INT,RSO,L+INT,CR8?,,,,,,,,
MDB,2019,C,1,,LN,10,14,1,SNS35,22,32,,LN,,,,,,,,,,,
MDB,2019,C,1,,LNU,15,15,5,S1,,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,C,1,,L,19,,,S1,30,32,,L,,,,,,,,,,,
MDB,2019,C,1,,LNU,9,7,6,SNC6,16,32,,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,1,,LC,9,8,,E57,5,32,LC,LC,RSO,LC,,,,,,,,,
MDB,2019,C,2,,LNU,12,10,2,SNY5,14,32,L,LN,RSO,L,P-R-L,N,CR4,U,,,,,MDB12
MDB,2019,C,2,,LNU,19,8,2,SNY5,14,33,L,LN,RSO,L,CR4,U,,,,,,,MDB12
MDB,2019,C,2,,LNU,,8,,CARINATED?,,32,,KN,CH,U,CR6,U,,,,,,,
MDB,2019,C,2,,LNU,16,11,1,SNS23B,,32,LN,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,2,,LNU,11,11,6,SNC9,22,32,,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,2,,LNUM,8,8,4,S1,8,32,,,PLAIN,LNUM,,,,,,,,,MDB14
MDB,2019,C,2,,LNU,11,8,6,SNC4,34,32,,,PLAIN,LN,ROUGH,U,,,,,,,MRKE
MDB,2019,C,2,,B,,8,,SNB1,10,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,2,,B,,12,,SNB1,6,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,2,,LNU,18,14,3,SNS7,28,32,L,L,RSO,L,CR6,U,BLACK,U,,,,,
MDB,2019,C,2,,LNUM,20,12,4,SNS7,42,32,L,L,RSO,L,P-R-L,INT,CR6,NUM,,,,,
MDB,2019,C,2,,LN,13,,6,SNC1,28,32,,,CR6,N,,,,,,,,,
MDB,2019,C,2,,LN,13,12,6,SNC2,,32,,,PLAIN,LN,,,,,,,,,MRKE
MDB,2019,C,2,,LNU,18,10,2,SNY6,14,32,L EROD,,CR4,NU,,,,,,,,,
MDB,2019,C,2,,LNU,44,44,2,S1,26,32,,,CR4,NU,,,,,,,,,MDB13
MDB,2019,C,2,,LNUM,12,10,4,S1,11,32,,,PLAIN,,,,,,,,,,MDB14
MDB,2019,C,2,,LN,13,,1,S1,24,32,LN,LN,RSO,LN,CH,L,,,,,,,
MDB,2019,C,2,,LN,12,11,1,S1,32,32,LN,LN,RSO,LN,CH,L,,,,,,,
MDB,2019,C,2,,LN,13,,2,S1,,32,LN,LN,RSO,LN,MCH,LN,,,,,,,
MDB,2019,C,2,,LNU,13,12,3,S1,26,32,LN,,MCH,L,CH,N,CR,U,,,,,
MDB,2019,C,5,,LNU,14,12,2,N8,,32,LN,LN,RSO,LN,CH,LN,P-W-L,LN,CR4,U,,,
MDB,2019,C,5,,LNU,15,14,3,S1,24,32,N,N,RSO,N,CH,N,CR4,U,,,,,
MDB,2019,C,5,,LNU,15,9,1,SNS35,19,32,,LN,CH,N,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,15,14,2,S1,20,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,25,20,1,S1,34,32,L,,CR4,U,,,,,,,,,
MDB,2019,C,5,,LNU,19,9,1,SNY5,20,32,L,LN,RSO,L,VPR,U,,,,,,,
MDB,2019,C,5,,LNU,20,12,1,SNY5,19,32,L,LN,RSO,L,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,20,10,1,SNY5,,33,L,LN,RSO,L,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,19,8,2,SNY5,19,32,L,LN,RSO,L,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,23,9,1,SNY2,15,32,LN,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,19,9,2,SNY5,14,32,L,L,RSO,L,CH,L,CR4,U,,,,,
MDB,2019,C,5,,LN,20,16,1,SNY1,19,32,LN,LN,RSO,LN,CR4,N,,,,,,,
MDB,2019,C,5,,LNU,22,14,1,SNY4,18,32,LN,LN,RSO,LN,CH,L,CR4,U,,,,,
MDB,2019,C,5,,LNU,22,12,2,SNY6,16,32,LN,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,19,11,2,SNY4,16,32,L,LN,RSO,L,CR4,U,,,,,,,
MDB,2019,C,5,,LNU,19,13,2,SNY1,16,32,,L,CR4,U,,,,,,,,,
MDB,2019,C,5,,LNU,20,15,2,SNY5,15,32,LN,LN,RSO,LN,CR,U,,,,,,,
MDB,2019,C,5,,LNU,15,9,2,SNY3,21,32,,N,CR4,U,,,,,,,,,
MDB,2019,C,5,,LNU,16,10,2,SNY1,20,32,L,L,RSO,L,BLACK,U,VPR,U,,,,,
MDB,2019,C,5,,LNU,30,,2,S1,28,31,,,CR4G,U,,,,,,,,,MDB13
MDB,2019,C,5,,LN,24,12,2,SNT4,16,32,LN,LN,RSO,LN,CH,L,,,,,,,
MDB,2019,C,5,,LNU,12,10,2,SNE12,17,32,LN,LN,RSO,LN,CR6,U,,,,,,,
MDB,2019,C,5,,LNUM,11,10,3,S1,15,32,L,N,CR4,NUM,,,,,,,,,
MDB,2019,C,5,,LNU,20,13,4,SNS7,38,32,L,L,RSO,L,PFR,NU,,,,,,,
MDB,2019,C,5,,LNUMB,9,18,5,S1,20,32,L+INT,L+INT,,,,,,,,,,,
MDB,2019,C,5,,LN,15,11,4,SNE7,16,32,INT,INT,RSO,INT,MCH,L,,,,,,,
MDB,2019,C,5,,LNU,10,17,6,SNC4,36,32,,INT,P-R-GEO,LNU,CR4,NU,,,,,,,
MDB,2019,C,5,,LNU,11,10,6,SNC3,24,32,,,P-R-L,L,ROUGH,NU,,,,,,,
MDB,2019,C,5,,LNU,13,10,3,SNS7,22,32,L,L,RSO,L,PLAIN,NU,,,,,,,
MDB,2019,C,5,,LNU,15,14,4,SNS7,26,32,L+INT,L+INT,RSO,L+INT,RSO,NU,,,,,,,
MDB,2019,C,5,,LNU,13,17,4,S1,30,32,L+INT,L+INT,CH,L,CR4,NU,,,,,,,
MDB,2019,C,5,,LNU,11,13,4,SNS9,24,32,INT,INT,RSO,INT,CR4,NU,,,,,,,
MDB,2019,C,11,,LNU,15,9,3,SNS15,22,32,L,LN+INT,RSO,L,CR4,NU,P-R-L,U,,,,,
MDB,2019,C,11,,LN,13,12,2,SNS17,26,32,LN,LN,RSO,LNU,,,,,,,,,
MDB,2019,C,11,,LN,32,,5,S1,,32,,,CR4,N,,,,,,,,,MDBX
MDB,2019,C,11,,LN,13,11,2,SNY5,18,32,L,L,RSO,L,CR4,N,,,,,,,
MDB,2019,C,11,,LN,18,,6,SNC2,,32,INT,L+INT,RSO,INT,CR4,N,,,,,,,
MDB,2019,C,11,,LNU,24,,5,S1,21,32,,LNU,CR6,NU,SI,NU,,,,,,,
MDB,2019,C,11,,LN,22,15,2,SNS8,,32,L,LN,PLAIN,N,,,,,,,,,
MDB,2019,C,11,,LNU,19,15,3,SNS37,26,32,L,,CR8,NU,,,,,,,,,
MDB,2019,C,11,,LC,14,12,,SNE10,9,32,LC+INT,LC+INT,RSO,LC+INT,CH,C,P-W-L,C,,,,,MDB1
MDB,2019,C,11,,LNU,16,8,2,SNY5,18,32,LN,LN,RSO,LN,CH,L,CR4,NU,,,,,MDB12
MDB,2019,C,11,,LNU,15,7,2,SNY2,20,32,LN,LN,RSO,LN,CH,L,CR4,U,P-R,U,BLACK,U,MDB12
MDB,2019,C,11,,LNU,19,10,2,SNY4,,32,LN,LN,RSO,LN,CH,L,CR4,U,,,,,MDB12
MDB,2019,C,11,,LNU,19,4,2,SNY5,10,32,,LN,CR4,U,CH,L,,,,,,,MDB12
MDB,2019,C,11,,LNU,17,9,2,SNY6,13,32,L,L,VPR,U,BLACK,U,P-YW,U,,,,,
MDB,2019,C,11,,NU,21,11,2,SNY2,,32,N,N,RSO,N,VPR,U,,,,,,,MRKA
MDB,2019,C,11,,LNU,18,7,2,SNY1,,32,L,LN,RSO,L,CR4,U,,,,,,,MDB12
MDB,2019,C,11,,LNU,17,12,2,SNY6,12,32,LN+INT,LN+INT,RSO,L,CR6,U,CH,U,,,,,
MDB,2019,C,11,,LNU,13,8,2,SNY6,12,32,L,L,RSO,L,CR4,U,,,,,,,MDB2
MDB,2019,C,11,,LNU,15,11,2,SNY6,,32,LN,LNU,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,11,,LNU,20,15,2,SNY2,,32,L,LN,RSO,L,EROD,U,,,,,,,
MDB,2019,C,11,,NU,16,11,,SNY,,32,N,NU,RSO,N,CR4,U,BLACK,U,,,,,MRKA
MDB,2019,C,11,,LC,12,10,,SNE,<10,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,
MDB,2019,C,11,,LC,16,,,SNE,<10,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,
MDB,2019,C,11,,LCN,10,10,1,SNE14,9,32,LCN,LCN,RSO,LCN,CH,L,CH,N,,,,,
MDB,2019,C,11,,LC,12,11,,SNE,6,32,LC+INT,LC+INT,RSO,LC+INT,CH,L INT,CH,C,,,,,MDB1
MDB,2019,C,11,,LNU,16,9,2,N8,19,32,LN,LNU,RSO,LN,CH,L,CH,N,CR4,U,,,MRKB
MDB,2019,C,11,,LNU,11,10,2,S1,,31,L,,MCH,LN,CR4,U,,,,,,,
MDB,2019,C,11,,LNU,12,13,3,S1,18,31,L+INT,LN+INT,CH,N,CR,U,,,,,,,
MDB,2019,C,11,,LNU,12,10,3,S1,14,32,LN+INT,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,11,,LN,14,13,4,SNS13,>42,32,,,CH,L,CH,N,PLAIN,N,,,,,
MDB,2019,C,11,,LNU,14,10,2,SNS36,,32,LN,LN,RSO,LN,CH,N,CR4,U,,,,,
MDB,2019,C,11,,LNU,12,10,3,SNS29,18,32,,,CR4,NU,,,,,,,,,
MDB,2019,C,11,,LCNU,11,11,2,SNS15,15,31,LC,LC,RSO,LC+INT,CH,C,CR4,NU,SI-GEO,U,,,
MDB,2019,C,11,,LNU,21,13,3,SNS29,30,32,L,L,RSO,L,CR,N,CH,N,CR4,U,,,
MDB,2019,C,11,,LNU,24,17,4,SNS12,37,32,,,NOTCHES,L,,,,,,,,,
MDB,2019,C,11,,LNU,21,8,2,SNT2,20,32,L,L,MCH,LN,CR6,U,,,,,,,
MDB,2019,C,11,,LNU,14,11,3,SNS20,24,32,,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,11,,LNU,16,12,3,SNS7,,32,INT,,PLAIN,LN,CI1,U,,,,,,,
MDB,2019,C,11,,LNU,12,10,6,SNC7,30,32,,,MCH,L INT,ROUGH,U,,,,,,,
MDB,2019,C,11,,LNU,11,11,6,SNC4,29,32,,,PLAIN,LN,ROUGH,U,SI-T,U,,,,,MRKE
MDB,2019,C,11,,LNU,11,9,4,S1,16,32,,,EROD,LNU,,,,,,,,,
MDB,2019,C,11,,LNU,14,,6,SNC2,16,32,,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,11,,LNU,15,,6,L2,,32,L+INT,L+INT,ROUGH,N,CR,U,,,,,,,
MDB,2019,C,11,,LNU,14,13,6,E90,32,32,,,CH,N,PLAIN,LN,ROUGH,U,,,,,MRKE
MDB,2019,C,11,,LNU,13,11,6,SNC4,,32,,,PLAIN,LN,ROUGH,U,,,,,,,MRKE
MDB,2019,C,12,,LNU,16,13,2,SNS35,16,32,LN,L,CH,N,CR4,U,CH,L,,,,,
MDB,2019,C,12,,B,,11,,SNB1,7,32,,,P-R-W,B,,,,,,,,,
MDB,2019,C,12,,B,,10,,SNB1,,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,12,,LNUM,12,10,5,S1,,32,,LNU+INT,PLAIN,UM,,,,,,,,,
MDB,2019,C,12,,LNU,22,11,2,SNY1,,32,L,L,CR4,U,,,,,,,,,MDB12
MDB,2019,C,12,,LNU,14,14,3,SNE12,20,32,L+INT,LNU+INT,RSO,INT,SI,U,,,,,,,
MDB,2019,C,12,,LNU,23,19,1,SNS14,24,32,L,LNU,CR4,U,,,,,,,,,
MDB,2019,C,12,,LNU,20,19,6,SNC10,36,32,,NU,CR4,NU,,,,,,,,,
MDB,2019,C,12,,LNU,20,12,2,SNY4,,32,L,LN,RSO,L,CR4,NU,,,,,,,MDB12
MDB,2019,C,12,,LNU,19,11,2,SNY,,32,LN,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,12,,LNU,14,13,2,S1,18,32,L,LN,CH,L,P-W-L,L,CR4,U,,,,,
MDB,2019,C,12,,LNU,13,11,6,SNC2,24,32,,,PLAIN,L,ROUGH,U,,,,,,,MRK E
MDB,2019,C,12,,LNUM,13,15,5,S1,11,32,,,PLAIN,LNUM,,,,,,,,,MDB14
MDB,2019,C,12,,LN,15,,4,SNS15,30,32,,,PLAIN,L,CH,L INT,CR4,N,,,,,
MDB,2019,C,12,,LNU,14,13,1,S1,13,32,LN,LN,RSO,LN,CH,L,P-W-L,N,CH,U,CR2,U,
MDB,2019,C,12,,LNU,19,19,2,S1,28,32,LN,LN+INT,CH,L,RSO,LN,CH,N,CR4,U,,,
MDB,2019,C,12,,B,,10,,SNB1,9,32,,,P-R-L,B,,,,,,,,,
MDB,2019,C,12,,LNU,15,10,2,SNY7,22,32,LN,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,C,12,,LNU,22,24,2,SNS4,,32,LN,LN,RSO,LN,CH,N,CR,U,,,,,
MDB,2019,C,12,,LNU,15,6,2,SNY1,11,32,,LN,MCH,L,CR4,U,P-R-L,U,,,,,MDB12
MDB,2019,C,12,,LNU,18,20,6,SNC10,,32,,,CR4,NU,,,,,,,,,
MDB,2019,C,12,,LNU,26,9,,SNY,,32,L,L,ROUGH,NU,CR4,U,,,,,,,
MDB,2019,C,12,,LNU,19,10,2,SNY4,13,32,L,L,RSO,L,CH,L,CR4,U,,,,,MDB12
MDB,2019,C,12,,LNU,17,11,2,SNY1,,32,L,LN,CR4,U,BLACK,U,,,,,,,MDB12
MDB,2019,C,12,,NU,19,11,2,SNY,,32,N,N,RSO,N,CR4,U,,,,,,,MDB12
MDB,2019,C,12,,LC,13,,,E57,5,32,LC+INT,LC+INT,RSO,LC+INT,MCH,C,P-W-L,C,,,,,
MDB,2019,C,12,,LNU,16,15,1,SNS35,,32,,,PLAIN,LN,ROUGH,U,,,,,,,
MDB,2019,C,12,,LNU,11,7,2,SNS7,7,32,,LN+INT,CR4,U,,,,,,,,,
MDB,2019,C,12,,LC,10,,1,SNE10,8,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,
MDB,2019,C,12,,LNU,14,12,2,S1,,32,LN+INT,LN+INT,RSO,LN+INT,PFR?,U,,,,,,,
MDB,2019,C,12,,LNU,10,11,6,SNC4,20,32,L+INT,L+INT,RSO,L+INT,CR4,NU,,,,,,,
MDB,2019,C,12,,LNU,12,12,6,SNC9,34,32,,,MCH,N INT,PLAIN,LNU,,,,,,,
MDB,2019,C,12,,LNU,10,9,5,SNS38,25,32,INT,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,12,,LNU,12,11,6,SNC9,36,32,,,MCH,L INT,CI,N INT,,,,,,,
MDB,2019,C,14,,LNU,16,15,4,SNS13,,32,,,CH,N,,,,,,,,,
MDB,2019,C,14,,LNU,13,14,3,SNY3,19,32,INT,L+INT,P-R-L,N,CR4,NU,,,,,,,
MDB,2019,C,14,,LNU,14,12,3,SNT3,11,32,L,L,BLACK,NU,CR4,U,,,,,,,
MDB,2019,C,14,,LNU,9,12,1,S1,<4,32,,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,14,,LNU,21,15,2,SNS36,35,32,,,CH,L,PLAIN,NU,,,,,,,
MDB,2019,C,14,,LN,15,15,5,S1,22,32,L+INT,L+INT,RSO,L+INT,,,,,,,,,
