Site,Year,Unit,Context,Horizon,Parts,MaxTh,MinTh,RimAngle,RimType,Diameter,Temper,Burnish,Slip,Motif1,Loc1,Motif2,Loc2,Motif3,Loc3,Motif4,Loc4,Motif5,Loc5,Type
MDB,2020,C,41,,LU,13,7,1,SNS94,24,33,LU,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,41,,LC,11,5,5,SNE5,16,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,41,,LCU,12,7,4,SNE52,26,33,LC-INT,LC+INT,VPR,U,,,,,,,,,
MDB,2020,C,41,,LU,15,7,6,SNC26,38,31,,LU+INT,CR4,U,,,,,,,,,
MDB,2020,C,41,,LU,11,7,5,SNS59,22,32,LU-INT,LU-INT,EROD,U,,,,,,,,,
MDB,2020,C,41,,LC,10,6,4,SNE6,16,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,41,,LC,7,4,3,SNE53,14,32,LC,LC+INT,MCH,C,,,,,,,,,
MDB,2020,C,41,,LCUM,6,4,4,SNE15,10,32,LCUM,LCUM+INT,CH,C,,,,,,,,,
MDB,2020,C,41,,LC,22,13,4,SNE54,32,33,,LC+INT,,,,,,,,,,,
MDB,2020,C,41,,LU,12,7,3,SNS57,20,31,,LU+INT,CR4,U,CH,U,,,,,,,
MDB,2020,C,41,,LUM,7,5,2,SNS95,22,32,,LUM+INT,CR4,M,,,,,,,,,
MDB,2020,C,41,,LU,12,5,5,SNS5,24,33,U,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,41,,LU,11,8,6,SNC33,18,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,41,,LU,14,7,6,SNC24,22,31,,LU+INT,CR4,U,,,,,,,,,
MDB,2020,C,41,,LU,12,9,6,SNC23,20,32,,LU+INT,EROD,U,,,,,,,,,
MDB,2020,C,41,,LC,9,5,4,SNE6,26,33,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,41,,LC,10,7,4,SNE37,10,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,41,,LC,8,5,5,SNE26,10,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,41,,LC,9,6,5,SNE6,8,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,41,,LU,12,7,6,SNC8,18,32,,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,41,,LU,10,6,6,SNC36,20,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,13,6,6,SNC4,28,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,15,6,6,SNC4,24,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,12,7,4,SNS80,22,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LCUM,12,9,5,SNS96,24,32,LCUM-INT,LCU+INT,VPR,UM,MCH,U,PR,U,,,,,
MDB,2020,C,40,,LCU,11,7,5,SNE56,20,33,LCU,LCU+INT,,,,,,,,,,,
MDB,2020,C,40,,LUM,15,8,4,SNS96,22,32,,LU+INT,CR6,UM,MCH,U,,,,,,,
MDB,2020,C,40,,LU,12,6,4,SNS97,12,32,LU,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,40,,B,18,6,6,SNB9,10,31,U,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,10,6,5,SNS5,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,17,10,4,SNS98,18,32,LU-INT,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,40,,LUM,14,5,5,SNY24,22,32,LU,LUM+INT,VPR,M,,,,,,,,,
MDB,2020,C,40,,LU,10,5,1,SNS46,22,33,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,40,,LU,8,6,4,SNS62,12,32,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LCU,15,6,4,SNE57,32,32,LCU+INT,LCU+INT,MCH,C+INT,,,,,,,,,
MDB,2020,C,40,,B,15,5,6,SNB11,8,31,,LU,,,,,,,,,,,
MDB,2020,C,40,,LC,11,6,4,SNE5,12,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,40,,LU,10,7,,SNS5,,33,LU,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,40,,LC,11,7,4,SNE53,6,31,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,13,7,6,SNC2,32,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,12,9,6,SNC23,22,31,LU-INT,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LU,13,8,4,SNS80,28,32,LU+INT,LU+INT,CH,U,EROD,U,,,,,,,
MDB,2020,C,40,,LU,12,7,5,SNS5,12,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,40,,LUM,9,3,,SNS23,,33,LUM,LUM+INT,MCH,U,,,,,,,,,
MDB,2020,C,40,,LU,12,3,2,SNS93,14,33,LU+INT,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,40,,LC,7,4,4,SNE6,20,32,,LC+INT,MCH,C,,,,,,,,,
MDB,2020,C,40,,LU,12,9,6,SNC2,24,32,LU-INT,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,40,,LU,10,5,4,SNS97,18,32,LU+INT,LU+INT,MCH,U-INT,,,,,,,,,
MDB,2020,C,40,,LC,8,5,5,SNE53,12,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,44,,LUM,10,7,6,SNC35,18,32,,LUM+INT,,,,,,,,,,,
MDB,2020,C,44,,LCUM,6,5,2,SNE58,12,31,LCUM,LCUM+INT,,,,,,,,,,,
MDB,2020,C,44,,LU,14,10,1,SNS52,22,32,,LU-INT,SI2,U,EROD,U,,,,,,,
MDB,2020,C,44,,LU,12,8,6,SNC2,24,33,,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,44,,LC,8,6,4,SNE28,18,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,44,,LCU,13,8,5,SNE8,22,32,LC,LC+INT,,,,,,,,,,,
MDB,2020,C,44,,B,10,7,5,SNB4,8,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,44,,LU,11,7,5,SNS5,26,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,44,,LC,9,7,5,SNE26,22,33,LC-INT,LC+INT,,,,,,,,,,,
MDB,2020,C,38,,LUM,19,6,2,SNS23,10,33,LU,LU+INT,VPR,M,MCH,U,,,,,,,
MDB,2020,C,38,,LUM,17,7,2,SNY23,12,32,LU,LUM+INT,,,,,,,,,,,
MDB,2020,C,38,,LU,14,7,6,SNC2,18,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,38,,LU,17,7,1,SNS61,26,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,38,,LU,11,5,6,SNC36,28,32,LU+INT,LU+INT,MCH,U-INT,,,,,,,,,
MDB,2020,C,38,,LUM,13,10,,SNS96,,33,,LUM+INT,CH,U,,,,,,,,,
MDB,2020,C,38,,B,12,5,4,SNB12,10,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,38,,LUM,12,9,2,SNS96,20,33,,LUM+INT,,,,,,,,,,,
MDB,2020,C,38,,LU,14,5,1,SNY15,12,31,LU,LU+INT,EROD,U,,,,,,,,,
MDB,2020,C,38,,LU,14,9,6,SNC31,22,33,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2020,C,38,,LC,10,7,5,SNE38,18,32,LC+INT,LC+INT,MCH,C,,,,,,,,,
MDB,2020,C,42,,LC,9,7,5,SNE6,22,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,42,,LC,13,6,5,SNE5,20,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,42,,LC,11,5,5,SNE5,16,33,LC+INT,LC+INT,CH,C+INT,,,,,,,,,
MDB,2020,C,42,,LC,9,6,4,SNE6,8,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,42,,LU,18,9,6,SNC26,22,31,,LU-INT,CR6,U,,,,,,,,,
MDB,2020,C,42,,LC,9,6,5,SNE6,22,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,42,,LU,11,6,6,SNC30,18,33,,LU-INT,CR6,U,,,,,,,,,
MDB,2020,C,42,,LU,13,10,6,SNC37,20,33,,LU-INT,EROD,U,,,,,,,,,
MDB,2020,C,42,,LUM,26,11,4,SNS99,16,31,LUM+INT,M-INT,ROUGH,UM+INT,SI2,U-INT,,,,,,,
MDB,2020,C,39,,LU,11,8,5,SNS5,24,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,LU,13,10,5,SNS80,32,33,LU-INT,LU-INT,VPR,U,,,,,,,,,
MDB,2020,C,39,,LU,10,7,4,SNS5,22,32,LU+INT,LU+INT,CR6,U,,,,,,,,,
MDB,2020,C,39,,LU,13,10,6,SNC7,22,32,LU-INT,LU-INT,VPR,U,,,,,,,,,
MDB,2020,C,39,,LU,12,10,4,SNS80,28,32,LU-INT,LU+INT,EROD,U,,,,,,,,,
MDB,2020,C,39,,B,14,7,5,SNB9,8,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,LU,10,7,2,SNS100,16,33,LU+INT,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,39,,LUM,11,7,5,SNS96,14,32,,LUM+INT,,,,,,,,,,,
MDB,2020,C,39,,LCU,11,5,5,SNE27,24,31,,LCU+INT,CH,C-INT,SI2,L,,,,,,,
MDB,2020,C,39,,LU,10,7,2,SNS33,18,32,,LU+INT,CH,U+INT,,,,,,,,,
MDB,2020,C,39,,LU,12,8,6,SNC27,14,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,LU,12,5,6,SNC19,24,32,,LU+INT,CH,U-INT,,,,,,,,,
MDB,2020,C,39,,LU,10,8,4,SNS5,16,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,39,,LU,12,10,5,SNS101,24,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,LU,10,6,2,SNS5,16,31,,LU+INT,SI2,U,SI4,U,,,,,,,
MDB,2020,C,39,,LU,12,7,6,SNC23,24,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,LU,11,7,2,SNS102,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,B,16,8,5,SNB12,10,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,39,,LU,9,7,1,SNS5,20,32,,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,39,,LU,11,6,1,SNS87,18,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,36,,LU,17,7,1,SNS103,20,31,LU,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,36,,LU,12,7,2,SNS5,20,32,LU+INT,LU+INT,CH,C,,,,,,,,,
MDB,2020,C,36,,LU,12,7,2,SNS5,22,33,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,36,,LU,10,6,1,SNS96,24,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,36,,B,13,8,6,SNB13,10,31,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,36,,LU,11,7,5,SNS15,18,32,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2020,C,36,,LU,12,7,1,SNS5,24,32,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,36,,B,12,8,6,SNB14,10,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,36,,LU,13,7,5,SNS24,18,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,48,,LU,19,8,6,SNC38,26,33,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2020,C,48,,LUM,17,9,1,SNS104,22,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,48,,LC,10,6,4,SNE26,12,33,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,48,,LU,12,9,2,SNS83,20,32,LU+INT,LU+INT,EROD,U,SI2,L,,,,,,,
MDB,2020,C,48,,LU,8,7,1,SNS105,14,31,,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,48,,LUM,11,7,2,SNS106,12,33,LUM,LUM+INT,CH,U,,,,,,,,,
MDB,2020,C,48,,LU,12,7,1,SNS5,14,33,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,31,,LU,11,7,1,SNS5,16,32,LU,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,33,,LU,7,5,,SNS5,,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,30,,LU,12,7,6,SNC24,24,32,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2020,C,30,,LU,13,8,1,SNS102,18,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,30,,LU,12,7,6,SNC24,16,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,30,,LU,12,7,6,SNC4,18,31,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2020,C,30,,LU,14,9,6,SNC18,10,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,30,,LU,15,8,6,SNC4,16,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,30,,LU,13,5,4,SNS5,22,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,30,,LU,11,5,2,SNS107,20,32,U,LU+INT,,,,,,,,,,,
MDB,2020,C,30,,B,18,7,6,SNB15,10,32,LUM+INT,LUM+INT,,,,,,,,,,,
MDB,2020,C,45,,LU,9,6,4,SNS108,16,32,LU-INT,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,45,,LU,11,6,1,SNS5,20,32,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,45,,LU,11,6,6,SNC24,18,32,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2020,C,45,,LU,9,6,4,SNS5,20,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,45,,B,15,10,6,SNB15,8,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,45,,B,16,10,6,SNB4,8,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,45,,LC,10,6,4,SNE26,12,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,45,,LU,6,4,1,SNS5,18,31,LU,LU,CH,U,,,,,,,,,
MDB,2020,C,45,,LU,8,5,6,SNC39,12,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,49,,LU,12,7,1,SNS5,16,33,LU,LU+INT,,,,,,,,,,,
MDB,2020,C,49,,LU,12,7,1,SNS33,10,32,,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,49,,LUM,15,7,5,SNC4,26,32,,LU+INT,CR6,UM,,,,,,,,,
MDB,2020,C,49,,LC,8,5,4,SNE6,16,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,49,,LU,12,7,5,SNE41,28,33,LC-INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,49,,B,17,7,5,SNB16,10,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,41A,,LCU,17,5,5,SNE61,16,33,LCU+INT,LCU+INT,CH,C,,,,,,,,,
MDB,2020,C,41A,,LCU,9,7,5,SNE47,14,33,,LC+INT,VPR,U,,,,,,,,,
MDB,2020,C,41A,,LUM,15,9,4,SNS90,30,33,LUM-INT,LUM-INT,CR4,UM,,,,,,,,,
MDB,2020,C,41A,,LC,13,5,4,SNE61,18,32,LC+INT,LC+INT,MCH,C,,,,,,,,,
MDB,2020,C,41A,,LU,13,6,1,SNS56,12,32,LU+INT,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,41A,,LCU,9,6,5,SNE60,12,31,,LC+INT,VPR,U,,,,,,,,,
MDB,2020,C,41A,,LC,10,7,5,SNE26,12,32,LC+INT,LC+INT,MCH,C,,,,,,,,,
MDB,2020,C,41A,,LUM,7,5,2,SNS110,16,32,,LUM+INT,CH,U+M,,,,,,,,,
MDB,2020,C,41A,,LUM,8,5,2,SNS109,10,32,LUM+INT,LUM+INT,MCH,UM,,,,,,,,,
MDB,2020,C,41A,,LC,8,6,4,SNE37,14,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,41A,,LU,13,6,5,SNS5,20,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,41A,,LU,8,6,1,SNS111,32,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,41A,,LU,8,6,6,SNC36,22,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,43,,LCU,14,8,5,SNE27,20,31,LCU+INT,LCU+INT,CH,U,,,,,,,,,
MDB,2020,C,42,,LU,9,7,1,SNS112,14,31,LU+INT,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,35,,LU,9,7,4,SNS5,24,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,35,,LU,9,6,1,SNS5,14,32,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2020,C,35,,LU,10,7,5,SNS108,24,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,35,,LU,13,9,5,SNS80,18,33,LU-INT,LU+INT,,,,,,,,,,,
MDB,2020,C,35,,LU,8,5,2,SNS92,14,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,42C,,LU,12,8,5,SNS80,20,33,,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,42C,,B,12,5,6,SNB11,6,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,41B,,LUM,12,8,3,SNS61,18,33,LU,LU+INT,CR4,UM,,,,,,,,,
MDB,2020,C,41B,,LU,13,7,2,SNS1O3,16,31,LU+INT,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,41B,,LC,12,6,5,SNE5,18,31,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,41B,,LU,10,4,,SNS15,,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,41B,,LU,13,8,5,SNS80,22,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,41B,,LU,10,7,5,SNS113,18,33,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,47,,LCU,24,7,5,SNE62,18,31,LCU+INT,LCU+INT,,,,,,,,,,,
MDB,2020,C,47,,LUM,6,4,2,SNS57,12,32,,LU+INT,CR6,UM,,,,,,,,,
MDB,2020,C,47,,LUM,7,6,2,SNS57,,32,,LUM-INT,,,,,,,,,,,
MDB,2020,C,47,,LU,8,5,4,SNS7,18,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,34,,LUM,13,10,3,SNS114,16,32,LU+INT,LU+INT,VPR,UM,,,,,,,,,
MDB,2020,C,34,,LUM,16,8,2,SNS57,22,31,LU+INT,LU+INT,ROUGH,UM,,,,,,,,,
MDB,2020,C,34,,LUM,10,7,6,SNC16,8,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,34,,LC,11,7,5,SNE16,12,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,34,,B,11,8,6,SNB2,8,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,34,,LU,12,9,2,SNS97,26,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,34,,LU,10,6,1,SNS6,22,31,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,34,,LU,10,8,1,SNS87,14,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2020,C,32,,LU,10,7,1,SNS11,14,33,LU,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,32,,LUM,12,7,2,SNS115,16,32,LUM+INT,LUM+INT,MCH,U,,,,,,,,,
MDB,2020,C,32,,B,18,9,6,SNB4,8,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,53,,LCUM,6,4,4,SNE63,10,32,,LCUM+INT,,,,,,,,,,,
MDB,2020,C,53,,LCU,7,4,4,SNE63,20,32,,LCU-INT,CR2,U,,,,,,,,,
MDB,2018,B,9,,LUM,10,7,2,SNY5,10,32,LU+INT,LU+INT,CR4,M,,,,,,,,,
MDB,2018,B,9,,LCU,15,10,5,SNE24,12,31,LCU+INT,LCU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LUM,10,7,6,SNY4,18,32,LUM+INT,LU+INT,CR4,UM,CH,U,,,,,,,
MDB,2018,B,9,,LUM,12,9,5,SNS11,32,33,LUM+INT,LU+INT,VPR,UM,,,,,,,,,
MDB,2018,B,9,,LUM,12,11,4,SNS33,24,32,LUM,LU+INT,CR4,UM,CH,U,,,,,,,
MDB,2018,B,9,,LUM,10,7,6,SNS15,20,31,LUM+INT,LU+INT,CR4,UM,MCH,U,PW,U,,,,,
MDB,2018,B,9,,LCU,13,6,5,SNE32,34,32,,LU+INT,CR,M,MCH,U-INT,,,,,,,
MDB,2018,B,9,,LUM,16,12,2,SNS11,20,31,LUM,LU+INT,CR4,UM,CH,U,,,,,,,
MDB,2018,B,9,,LCU,12,10,4,SNE12,24,31,LCU+INT,LCU+INT,CR4,U,,,,,,,,,
MDB,2018,B,9,,LCM,15,8,5,SNE12,8,32,LCU+INT,LCU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,14,8,2,SNS11,24,31,L+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,13,8,4,SNE26,8,33,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LUM,13,7,5,SNS11,24,32,LUM+INT,LU+INT,CR4,UM,,,,,,,,,
MDB,2018,B,9,,LU,15,9,1,SNS11,28,31,LU+INT,LU+INT,ROUGTH,U,,,,,,,,,
MDB,2018,B,9,,LU,15,6,3,SNS54,20,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,11,8,4,SNS15,14,32,LU+INT,LU+INT,CR4,U,PW,U,SI2,U,,,,,
MDB,2018,B,9,,LUM,13,8,2,SNS11,26,31,LU+INT,LU+INT,ROUGTH,UM,,,,,,,,,
MDB,2018,B,9,,LUM,14,9,2,SNS11,18,31,LU+INT,LU+INT,MCH,U,CR4,U,,,,,,,
MDB,2018,B,9,,LU,14,20,4,SNT6,26,31,LU+INT,LU+INT,CR8,U,,,,,,,,,
MDB,2018,B,9,,LUM,16,10,1,SNY11,20,32,LU+INT,LU+INT,EROD,UM,,,,,,,,,
MDB,2018,B,9,,LU,14,8,1,SNY5,12,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2018,B,9,,B,19,9,5,SNB4,10,31,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,20,10,2,SNS11,24,31,,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LUM,17,10,1,N8,22,32,LU+INT,LUM+INT,CR4,M,,,,,,,,,
MDB,2018,B,9,,LUM,25,12,3,SNS44,30,32,,LU+INT,CR4,M,CH,M,,,,,,,
MDB,2018,B,9,,LU,15,10,5,SNS54,20,32,,LU+INT,CH,U-INT,,,,,,,,,
MDB,2018,B,9,,LC,13,8,5,SNE9,10,31,LC+INT,LC+INT,,,,,,,,,,,
MDB,2018,B,9,,LCU,10,7,4,SNE33,18,33,LCU+INT,LCU+INT,CR4,U,MCH,U-INT,,,,,,,
MDB,2018,B,9,,LCU,13,9,5,SNE26,14,31,LCU+INT,LCU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LU,15,8,6,SNC1,26,32,LU-INT,LU+INT,ROUGTH,U,,,,,,,,,
MDB,2018,B,9,,LC,14,8,4,SNE33,28,32,,LC+INT,MCH,C,,,,,,,,,
MDB,2018,B,9,,LU,9,7,6,SNC1,16,31,LU+INT,LU+INT,ROUGTH,,,,,,,,,,
MDB,2018,B,9,,LU,12,8,1,SNS5,26,32,LU,LU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LU,15,7,1,SNY5,16,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2018,B,9,,LU,10,9,4,SNS35,26,32,LU+INT,LU+INT,CR4,U,MCH,U,PE3,U,,,,,
MDB,2018,B,9,,LU,14,8,1,SNS55,16,32,LU+INT,LU+INT,CR4,U,,,,,,,,,
MDB,2018,B,9,,LU,15,7,2,N8,24,32,LU,LU+INT,VPR,U,,,,,,,,,
MDB,2018,B,9,,LU,15,9,1,SNS44,18,31,LU,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,15,6,1,SNY3,26,32,LU,LU+INT,MCH,U,,,,,,,,,
MDB,2018,B,9,,LU,20,12,1,SNY5,20,33,LU,LU+INT,CR4,U,,,,,,,,,
MDB,2018,B,9,,LC,16,8,5,SNE9,30,31,LU+INT,LU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LU,19,7,2,SNY5,26,31,LU,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,10,6,1,SNS5,14,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,12,10,6,SNC4,22,32,,LU+INT,ROUGTH,U,CR8,U,,,,,,,
MDB,2018,B,9,,LUM,9,6,2,SNS5,18,31,LUM,LU+INT,MCH,UM,EROD,U,,,,,,,
MDB,2018,B,9,,LU,10,8,6,SNC4,14,31,,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,12,7,2,SNS11,10,32,LU,LU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LU,12,7,4,SNS5,24,32,,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,10,6,2,SNS5,8,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,20,15,4,SNS2,18,31,LU,LU+INT,CH,U,CR4,U,,,,,,,
MDB,2018,B,9,,LC,12,10,4,SNE6,10,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LC,12,7,4,SNE5,10,31,LC+INT,LC+INT,MCH,LC,,,,,,,,,
MDB,2018,B,9,,LU,16,7,1,SNS46,26,32,LU+INT,LU+INT,CH,U,CR4,U,,,,,,,
MDB,2018,B,9,,LCU,15,4,5,SNE34,30,31,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,15,10,2,SNS11,20,32,,,,,,,,,,,,,
MDB,2018,B,9,,LU,12,7,5,SNS5,26,32,LU+INT,LU+INT,MCH,U,PE3,U,,,,,,,
MDB,2018,B,9,,LU,15,6,1,SNY5,28,31,LU,LU+INT,CR4,U,,,,,,,,,
MDB,2018,B,9,,LU,16,10,6,SNC13,26,31,,LU+INT,EROD,U,,,,,,,,,
MDB,2018,B,9,,LU,10,5,,SNS9,,31,,LU+INT,MCH,U,CR2,U,,,,,,,
MDB,2018,B,9,,LU,13,14,1,SNS27,12,31,LU,LU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LU,15,8,5,SNS15,18,31,LU,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,Lc,14,8,4,SNE9,10,31,LC+INT,LC+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,11,6,5,SNC1,10,32,LU-INT,LU+INT,,,,,,,,,,,
MDB,2018,B,9,,LU,16,7,1,SNS6,18,32,LU,LU+INT,CH,U,,,,,,,,,
MDB,2018,B,9,,LU,24,20,3,SNS1,30,33,LU,LU+INT,CH,U,EROD,U,,,,,,,
MDB,2018,B,9,,LU,15,11,4,SNS50,18,32,LU+INT,LU+INT,CR8,U,,,,,,,,,
MDB,2018,B,9,,LU,17,7,1,SNY12,20,32,,LU+INT,MCH,U,EROD,U,,,,,,,
MDB,2018,B,9,,LU,12,9,3,SNS51,22,32,LU+INT,LU+INT,,,,,,,,,,,
MDB,2018,B,21,,LCU,12,9,6,SNC4,28,32,,LU+INT,ROUGH,U,,,,,,,,,
MDB,2018,B,21,,LUM,14,10,2,SNS11,18,31,LU+INT,LU+INT,MCH,U,CR4,UM,,,,,,,
MDB,2018,B,21,,LUM,21,7,1,N8,28,32,LU,LU+INT,CH,U,CR4,UM,,,,,,,
